Webpage URL,question,answer
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,Do I get a T2202 form?,T2202 forms are issued to students who have paid more than $100.00 in eligible fees for qualifying post-secondary level programs/courses beginning and ending in a particular calendar year.
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,When do I receive my T2202 form?,The T2202 forms are normally available the last week of February.
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,Why does my form have months of attendance but $0.00 in tuition?,"Sponsored student's tuition is being paid by a third party and therefore will not appear on the T2202 form. Some non-semestered programs, like apprenticeship and certificate programs, will have intakes that started in the previous year. Students in these programs will have received all the tuition credit for their program on the previous year’s T2202 form but are still entitled to the months of attendance for this year's T2202."
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,Why doesn't my T2202 form match the amount I paid for?,"A student's tax receipts will reflect only the ""eligible fees"", not all the fees that may have been paid. Therefore the tax receipt will be less than the actual amount paid for a full-time program or course. Only those fees in the eligible column can be included in the tuition amount on the T2202 form. Eligible fees*                                                                                                                                                                 Ineligible fees*                                                                                                                                                                                                                                                             Full-time tuition                                                                                                                                                                                     Application to Graduate/Alumni Fee                                                                                                                                                                                                                                       Part-Time tuition                                                                                                                                                                                     Apprenticeship Pre-Test                                                                                                                                                                                                                                       International tuition                                                                                                                                                                                     Books/Supplies                                                                                                                                                                                                                                       Academic Support Fee                                                                                                                                                                                     Bus pass/U-pass fee                                                                                                                                                                                                                                       Administration Fee                                                                                                                                                                                     Capital Development Fee                                                                                                                                                                                                                                       Alumni Services                                                                                                                                                                                     Course Withdrawal                                                                                                                                                                                                                                       Apprentice Classroom Confirmation Fee                                                                                                                                                                                     CSI Association                                                                                                                                                                                                                                       Apprentice Resource Enhancement Fee                                                                                                                                                                                     CSI Academic Support Fee                                                                                                                                                                                                                                       Career Services Fee                                                                                                                                                                                     CSI Advocacy Fee                                                                                                                                                                                                                                       Classroom Confirmation                                                                                                                                                                                     CSI Career Services Fee                                                                                                                                                                                                                                       Graduation/Alumni Services                                                                                                                                                                                     CSI Event Fee                                                                                                                                                                                                                                       Graduation fee                                                                                                                                                                                     CSI Legal Protection                                                                                                                                                                                                                                       Health and Wellness Fee                                                                                                                                                                                     CSI Health and Wellness Fee                                                                                                                                                                                                                                       International Student Recovery (ISR)                                                                                                                                                                                     CSI Health Plan                                                                                                                                                                                                                                       ONE Card Fee                                                                                                                                                                                     CSI Health Plan Self-Enrolment                                                                                                                                                                                                                                       PLAR                                                                                                                                                                                     CSI International Health Fee                                                                                                                                                                                                                                       Program Services                                                                                                                                                                                     CSI Student Clubs                                                                                                                                                                                                                                       Recreation/Athletics                                                                                                                                                                                     CSI Student Frosh Kit Fee                                                                                                                                                                                                                                       Resource Enhancement                                                                                                                                                                                     E-text Fee                                                                                                                                                                                                                                       Student Priority                                                                                                                                                                                     HST                                                                                                                                                                                                                                       Student Services Fee                                                                                                                                                                                     Locker Fee                                                                                                                                                                                                                                       Student Spaces                                                                                                                                                                                     BSCN - McMaster Program Spec Fee                                                                                                                                                                                                                                       Technology Enhancement                                                                                                                                                                                     McMaster Nursing Learning Resource Fee                                                                                                                                                                                                                                       WIL Documentation Fee                                                                                                                                                                                     McMaster Nursing Society Fee                                                                                                                                                                                                                                                                                                                                                                                                                            McMaster Transcripts, Letters & Certificates                                                                                                                                                                                                                                                                                                                                                                                                                            Other fee                                                                                                                                                                                                                                                                                                                                                                                                                            Program/Course Supply                                                                                                                                                                                                                                                                                                                                                                                                                            Program Specific                                                                                                                                                                                                                                                                                                                                                                                                                            Program Withdrawal                                                                                                                                                                                                                                                                                                                                                                                                                            Sustainability Fee"
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,I was enrolled in both a full-time program and some part-time Continuing Education courses. Why don't I get the part-time and full-time education credits?,A student enrolled in part-time course(s) and a full-time program during the same months will only get education credit for the full-time months. A student can either claim a part-time or full-time education credit but not both for the same months. Tuition paid for the part-time course(s) and full-time program will be combined into one total amount on the T2202 form.
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,"I paid the deposit fee, but, I have withdrawn from the program. Why is the deposit fee not included in my T2202?",The deposit fee is not an eligible expense for T2202 purposes if you have withdrawn from the program.
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,I paid for my first year and my receipt reflects only half of what I paid. Where's the rest?,"Only the tuition amount and attendance credits for the taxation year can be included on the T2202 form. For example, in the current academic year, you may have paid tuition for both the fall and winter terms. However, only the fees paid and attendance credits for the fall term can be included on your current T2202 form. The tuition fees and attendance credits for the winter term will be reflected on your T2202 form for the following taxation year, which will be available next February."
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,"I'm in a co-op program but, my months of attendance don't reflect my co-op term(s).",Co-op work terms do not count towards months of attendance as you are not in school on an academic term.
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,What is the number in column B/C for?,Full-time students may claim the education credit for the months of attendance as recorded in column C and Part-time students (studying at least 12 hours per month in a course running longer than three weeks) may claim the months of attendance as recorded in column B.
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,"If I add the tuition for my Conestoga College course together with that of another institute's course, I would meet the $100.00 minimum, why won't you give me a T2202?",Students MAY NOT combine receipts from institutions to meet the minimum eligible fee as per the Income Tax Act.
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,"I received my T2202 form but, the address on it is incorrect. Do I need a new one?","You may submit the T2202 as received even if the address is incorrect. Note that it is not necessary for students to submit the T2202 form with the tax return, but they must produce it if requested by Canada Revenue Agency (CRA)."
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,Can my parents use my T2202 form?,"Students must use the Tuition & Education Credit Certificate (T2202) on their own tax return until the Federal Tax payable is reduced to zero, after which the student may then transfer the balance of the credit to another eligible party using page two of the T2202 form, as per the Income Tax Act. This requires the student's signature."
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,Who can use my unused amounts?,"You can transfer your unused current-year tuition, education, and textbook amounts to one designated individual. That individual can be either your spouse or common-law partner, your parent or grandparent, or your spouse's or common-law partner's parent or grandparent. You cannot transfer your unused current-year amounts to your parent or grandparent, or your spouse's or common-law partner's parent or grandparent, if your spouse or common-law partner claims the spouse or common-law partner amount or amounts transferred from your spouse or common-law partner on his/her tax return."
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,Can you help me with some questions about my tax return?,"Questions regarding the use of the T2202 form in the tax preparation process should be directed to the Canada Revenue Agency (CRA). Tax guides are available from any CRA office or a post office. CRA also publishes a booklet called P105 Students and Income Tax. In addition, you can find information specifically for students."
https://www.conestogac.on.ca/admissions/paying-your-fees/tax-receipts,"I took multiple courses as a Continuing Education student but, only one course is being shown on my tax form.","Due to space limitations, only one course is being shown on the form but the entire amount and hours are there for all courses that qualify."
https://www.conestogac.on.ca/admissions/registrar-office/academic-dates,September 2024 - August 2025,"Fall term - 2024 Event                                                                                                                                                                 Date                                                                                                                                                                                                                                                             Fall Orientation                                                                                                                                                                                     August 19, 23, 26 - 30                                                                                                                                                                                                                                       Labour Day (no classes)                                                                                                                                                                                     September 2                                                                                                                                                                                                                                       Classes start (First-year degree programs in the School of Engineering & Technology begin on August 19.)                                                                                                                                                                                     September 3                                                                                                                                                                                                                                       Last day to add a course (for most programs)                                                                                                                                                                                     September 11                                                                                                                                                                                                                                       Program withdrawal with refund (for most programs)                                                                                                                                                                                     September 16                                                                                                                                                                                                                                       Thanksgiving Day (no classes)                                                                                                                                                                                     October 14                                                                                                                                                                                                                                       Convocation                                                                                                                                                                                     October 20 - 25                                                                                                                                                                                                                                       Student Success Week (Some courses and programs may have classes during this time.)                                                                                                                                                                                     October 21 - 25                                                                                                                                                                                                                                       ​Last day to drop a course without academic penalty (for most courses). Verify course-specific deadlines in the Student Portal on the ""My Courses"" tab.                                                                                                                                                                                       ​November 10                                                                                                                                                                                                                                       Last week of term (Programs with exams outside this time frame will be notified by the academic area.)                                                                                                                                                                                     December 9 - 14                                                                                                                                                                                                                                       Intersession (no classes) (Some courses and programs may have classes during this time.)                                                                                                                                                                                     December 16, 2024 - January 3, 2025 Conestoga is closed December 24, 25, 26, 31 and January 1. Winter term - 2024 Event                                                                                                                                                                 Date                                                                                                                                                                                                                                                             Winter Orientation                                                                                                                                                                                     January 2 - 3                                                                                                                                                                                                                                       Classes start                                                                                                                                                                                     January 6                                                                                                                                                                                                                                       Last day to add a course (for most programs)                                                                                                                                                                                     January 14                                                                                                                                                                                                                                       Program withdrawal with refund (for most programs)                                                                                                                                                                                     January 17                                                                                                                                                                                                                                       Family Day (no classes)                                                                                                                                                                                     February 17                                                                                                                                                                                                                                       Convocation                                                                                                                                                                                     February 24 - 28                                                                                                                                                                                                                                       Student Success Week(Some courses and programs may have classes during this time.)                                                                                                                                                                                     February 24 - 28                                                                                                                                                                                                                                       ​Last day to drop a course without academic penalty (for most courses). Verify course-specific deadlines in the Student Portal on the ""My Courses"" tab.                                                                                                                                                                                     ​March 16                                                                                                                                                                                                                                       Good Friday (no classes)                                                                                                                                                                                     April 18                                                                                                                                                                                                                                       Last week of term(Programs with exams outside this time frame will be notified by the academic area.)                                                                                                                                                                                     April 14 - 19                                                                                                                                                                                                                                       Intersession (no classes)(Some courses and programs may have classes during this time.)                                                                                                                                                                                     April 21 - May 2 Spring term - 2025 Event                                                                                                                                                                 Date                                                                                                                                                                                                                                                             Spring Orientation                                                                                                                                                                                     April 30 - May 2                                                                                                                                                                                                                                       Classes start                                                                                                                                                                                     May 5                                                                                                                                                                                                                                       Last day to add a course (for most programs)                                                                                                                                                                                     May 13                                                                                                                                                                                                                                       Program withdrawal with refund (for most programs)                                                                                                                                                                                     May 16                                                                                                                                                                                                                                       Victoria Day (no classes)                                                                                                                                                                                     May 19                                                                                                                                                                                                                                       Convocation                                                                                                                                                                                     June 23 - 27                                                                                                                                                                                                                                       Student Success Week (Some courses and programs may have classes during this time.)                                                                                                                                                                                     June 23 - 27                                                                                                                                                                                                                                       Canada Day (no classes)                                                                                                                                                                                     July 1                                                                                                                                                                                                                                       ​Last day to drop a course without academic penalty (for most courses). Verify course-specific deadlines in the Student Portal on the ""My Courses"" tab.                                                                                                                                                                                     July 13                                                                                                                                                                                                                                       Civic Holiday (no classes)                                                                                                                                                                                     August 4                                                                                                                                                                                                                                       Last week of term (Programs with exams outside this time frame will be notified by the academic area.)                                                                                                                                                                                     August 11 - 16                                                                                                                                                                                                                                       Intersession (no classes) (Some courses and programs may have classes during this time.)                                                                                                                                                                                     August 18 - 29 Closed means no entry permitted, including after hours."
https://www.conestogac.on.ca/admissions/registrar-office/academic-dates,September 2025 - August 2026,"Fall term - 2025 Event                                                                                                                                                                 Date                                                                                                                                                                                                                                                             Fall Orientation                                                                                                                                                                                     August Dates to be confirmed                                                                                                                                                                                                                                       Labour Day (no classes)                                                                                                                                                                                     September 1                                                                                                                                                                                                                                       Classes start (First-year degree programs in the School of Engineering & Technology begin on August 19.)                                                                                                                                                                                     September 2                                                                                                                                                                                                                                       Last day to add a course (for most programs)                                                                                                                                                                                     September 10                                                                                                                                                                                                                                       Program withdrawal with refund (for most programs)                                                                                                                                                                                     September 15                                                                                                                                                                                                                                       Thanksgiving Day (no classes)                                                                                                                                                                                     October 13                                                                                                                                                                                                                                       Convocation                                                                                                                                                                                     October 20 - 24                                                                                                                                                                                                                                       Student Success Week (Some courses and programs may have classes during this time.)                                                                                                                                                                                     October 20 - 25                                                                                                                                                                                                                                       ​Last day to drop a course without academic penalty (for most courses). Verify course-specific deadlines in the Student Portal on the ""My Courses"" tab.                                                                                                                                                                                       ​November 9                                                                                                                                                                                                                                       Last week of term (Programs with exams outside this time frame will be notified by the academic area.)                                                                                                                                                                                     December 8 - 13                                                                                                                                                                                                                                       Intersession (no classes) (Some courses and programs may have classes during this time.)                                                                                                                                                                                     December 15, 2024 - January 9, 2025 Conestoga is closed December 25, 26, 31 and January 1. Winter term - 2026 Event                                                                                                                                                                 Date                                                                                                                                                                                                                                                             Winter Orientation                                                                                                                                                                                     January Dates to be confirmed                                                                                                                                                                                                                                       Classes start                                                                                                                                                                                     January 12                                                                                                                                                                                                                                       Last day to add a course (for most programs)                                                                                                                                                                                     January 20                                                                                                                                                                                                                                       Program withdrawal with refund (for most programs)                                                                                                                                                                                     January 23                                                                                                                                                                                                                                       Family Day (no classes)                                                                                                                                                                                     February 16                                                                                                                                                                                                                                       Convocation                                                                                                                                                                                     March 2 - 6                                                                                                                                                                                                                                       Student Success Week(Some courses and programs may have classes during this time.)                                                                                                                                                                                     March 2 - 6                                                                                                                                                                                                                                       ​Last day to drop a course without academic penalty (for most courses). Verify course-specific deadlines in the Student Portal on the ""My Courses"" tab.                                                                                                                                                                                     ​March 22                                                                                                                                                                                                                                       Good Friday (no classes)                                                                                                                                                                                     April 3                                                                                                                                                                                                                                       Last week of term(Programs with exams outside this time frame will be notified by the academic area.)                                                                                                                                                                                     April 20 - 25                                                                                                                                                                                                                                       Intersession (no classes)(Some courses and programs may have classes during this time.)                                                                                                                                                                                     April 27 - May 8 Spring term - 2026 Event                                                                                                                                                                 Date                                                                                                                                                                                                                                                             Spring Orientation                                                                                                                                                                                     May Dates to be confirmed                                                                                                                                                                                                                                       Classes start                                                                                                                                                                                     May 11                                                                                                                                                                                                                                       Victoria Day (no classes)                                                                                                                                                                                     May 18                                                                                                                                                                                                                                       Last day to add a course (for most programs)                                                                                                                                                                                     May 19                                                                                                                                                                                                                                       Program withdrawal with refund (for most programs)                                                                                                                                                                                     May 22                                                                                                                                                                                                                                       Convocation                                                                                                                                                                                     June 22 - 26                                                                                                                                                                                                                                       Student Success Week (Some courses and programs may have classes during this time.)                                                                                                                                                                                     June 29 - July 4                                                                                                                                                                                                                                       Canada Day (no classes)                                                                                                                                                                                     July 1                                                                                                                                                                                                                                       ​Last day to drop a course without academic penalty (for most courses). Verify course-specific deadlines in the Student Portal on the ""My Courses"" tab.                                                                                                                                                                                     July 19                                                                                                                                                                                                                                       Civic Holiday (no classes)                                                                                                                                                                                     August 3                                                                                                                                                                                                                                       Last week of term (Programs with exams outside this time frame will be notified by the academic area.)                                                                                                                                                                                     August 17 - 22                                                                                                                                                                                                                                       Intersession (no classes) (Some courses and programs may have classes during this time.)                                                                                                                                                                                     August 24 - September 4                                                                                                                                                                                                                                       Closed means no entry permitted including after hours"
